Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable
Lyme Disease,Shasta,2013,Female,0,90461,0,0,4.078,-
Lyme Disease,Shasta,2013,Male,0,87666,0,0,4.208,-
Lyme Disease,Shasta,2014,Total,0,178522,0,0,2.066,-
Lyme Disease,Shasta,2014,Female,0,90621,0,0,4.071,-
Lyme Disease,Shasta,2014,Male,0,87901,0,0,4.197,-
Lyme Disease,Sierra,2001,Total,0,3587,0,0,102.787,-
Lyme Disease,Sierra,2001,Female,0,1772,0,0,207.96,-
Lyme Disease,Sierra,2001,Male,0,1815,0,0,203.038,-
Lyme Disease,Sierra,2002,Total,0,3564,0,0,103.45,-
Lyme Disease,Sierra,2002,Female,0,1759,0,0,209.495,-
Lyme Disease,Sierra,2002,Male,0,1805,0,0,204.161,-
Lyme Disease,Sierra,2003,Total,0,3545,0,0,104.005,-
Lyme Disease,Sierra,2003,Female,0,1750,0,0,210.571,-
Lyme Disease,Sierra,2003,Male,0,1795,0,0,205.298,-
Lyme Disease,Sierra,2004,Total,0,3467,0,0,106.343,-
Lyme Disease,Sierra,2004,Female,0,1711,0,0,215.366,-
Lyme Disease,Sierra,2004,Male,0,1756,0,0,209.852,-
Lyme Disease,Sierra,2005,Total,0,3430,0,0,107.49,-
Lyme Disease,Sierra,2005,Female,0,1693,0,0,217.653,-
Lyme Disease,Sierra,2005,Male,0,1737,0,0,212.145,-
Lyme Disease,Sierra,2006,Total,0,3424,0,0,107.678,-
Lyme Disease,Sierra,2006,Female,0,1689,0,0,218.168,-
Lyme Disease,Sierra,2006,Male,0,1735,0,0,212.39,-
Lyme Disease,Sierra,2007,Total,1,3344,29.904,0.757,166.502,*
Lyme Disease,Sierra,2007,Female,0,1648,0,0,223.589,-
Lyme Disease,Sierra,2007,Male,1,1696,58.969,1.493,328.074,*
Lyme Disease,Sierra,2008,Total,0,3284,0,0,112.266,-
Lyme Disease,Sierra,2008,Female,0,1617,0,0,227.871,-
Lyme Disease,Sierra,2008,Male,0,1667,0,0,221.044,-
Lyme Disease,Sierra,2009,Total,0,3243,0,0,113.684,-
Lyme Disease,Sierra,2009,Female,0,1601,0,0,230.146,-
Lyme Disease,Sierra,2009,Male,0,1642,0,0,224.406,-
Lyme Disease,Sierra,2010,Total,0,3229,0,0,114.177,-
Lyme Disease,Sierra,2010,Female,0,1593,0,0,231.3,-
Lyme Disease,Sierra,2010,Male,0,1636,0,0,225.228,-
Lyme Disease,Sierra,2011,Total,0,3143,0,0,117.299,-
Lyme Disease,Sierra,2011,Female,0,1552,0,0,237.403,-
Lyme Disease,Sierra,2011,Male,0,1591,0,0,231.591,-
Lyme Disease,Sierra,2012,Total,1,3133,31.918,0.808,177.708,*
Lyme Disease,Sierra,2012,Female,1,1547,64.645,1.637,359.626,*
Lyme Disease,Sierra,2012,Male,0,1586,0,0,232.32,-
Lyme Disease,Sierra,2013,Total,0,3114,0,0,118.391,-
Lyme Disease,Sierra,2013,Female,0,1543,0,0,238.786,-
Lyme Disease,Sierra,2013,Male,0,1571,0,0,234.535,-
Lyme Disease,Sierra,2014,Total,0,3093,0,0,119.194,-
Lyme Disease,Sierra,2014,Female,0,1537,0,0,239.717,-
Lyme Disease,Sierra,2014,Male,0,1556,0,0,236.794,-
Lyme Disease,Siskiyou,2001,Total,2,44275,4.517,0.547,16.317,*
Lyme Disease,Siskiyou,2001,Female,1,22464,4.452,0.113,24.8,*
Lyme Disease,Siskiyou,2001,Male,1,21811,4.585,0.116,25.542,*
Lyme Disease,Siskiyou,2002,Total,0,44384,0,0,8.311,-
Lyme Disease,Siskiyou,2002,Female,0,22503,0,0,16.391,-
Lyme Disease,Siskiyou,2002,Male,0,21881,0,0,16.857,-
Lyme Disease,Siskiyou,2003,Total,0,44597,0,0,8.271,-
Lyme Disease,Siskiyou,2003,Female,0,22570,0,0,16.343,-
Lyme Disease,Siskiyou,2003,Male,0,22027,0,0,16.746,-
Lyme Disease,Siskiyou,2004,Total,0,44785,0,0,8.237,-
Lyme Disease,Siskiyou,2004,Female,0,22642,0,0,16.291,-
Lyme Disease,Siskiyou,2004,Male,0,22143,0,0,16.658,-
Lyme Disease,Siskiyou,2005,Total,0,44945,0,0,8.207,-
Lyme Disease,Siskiyou,2005,Female,0,22711,0,0,16.241,-
Lyme Disease,Siskiyou,2005,Male,0,22234,0,0,16.59,-
Lyme Disease,Siskiyou,2006,Total,0,44891,0,0,8.217,-
Lyme Disease,Siskiyou,2006,Female,0,22677,0,0,16.266,-
Lyme Disease,Siskiyou,2006,Male,0,22214,0,0,16.605,-
Lyme Disease,Siskiyou,2007,Total,0,44862,0,0,8.222,-
Lyme Disease,Siskiyou,2007,Female,0,22635,0,0,16.296,-
Lyme Disease,Siskiyou,2007,Male,0,22227,0,0,16.595,-
Lyme Disease,Siskiyou,2008,Total,0,45041,0,0,8.19,-
Lyme Disease,Siskiyou,2008,Female,0,22683,0,0,16.261,-
Lyme Disease,Siskiyou,2008,Male,0,22358,0,0,16.498,-
Lyme Disease,Siskiyou,2009,Total,0,44950,0,0,8.206,-
Lyme Disease,Siskiyou,2009,Female,0,22589,0,0,16.329,-
Lyme Disease,Siskiyou,2009,Male,0,22361,0,0,16.496,-
Lyme Disease,Siskiyou,2010,Total,0,44896,0,0,8.216,-
Lyme Disease,Siskiyou,2010,Female,0,22504,0,0,16.391,-
Lyme Disease,Siskiyou,2010,Male,0,22392,0,0,16.473,-
Lyme Disease,Siskiyou,2011,Total,1,44890,2.228,0.056,12.411,*
Lyme Disease,Siskiyou,2011,Female,1,22498,4.445,0.113,24.763,*
Lyme Disease,Siskiyou,2011,Male,0,22392,0,0,16.473,-
Lyme Disease,Siskiyou,2012,Total,1,45218,2.212,0.056,12.321,*
Lyme Disease,Siskiyou,2012,Female,1,22626,4.42,0.112,24.622,*
Lyme Disease,Siskiyou,2012,Male,0,22592,0,0,16.327,-
Lyme Disease,Siskiyou,2013,Total,1,45308,2.207,0.056,12.297,*
Lyme Disease,Siskiyou,2013,Female,0,22709,0,0,16.243,-
Lyme Disease,Siskiyou,2013,Male,1,22599,4.425,0.112,24.652,*
Lyme Disease,Siskiyou,2014,Total,0,45317,0,0,8.14,-
Lyme Disease,Siskiyou,2014,Female,0,22697,0,0,16.251,-
Lyme Disease,Siskiyou,2014,Male,0,22620,0,0,16.307,-
Lyme Disease,Solano,2001,Total,1,402968,0.248,0.006,1.383,*
Lyme Disease,Solano,2001,Female,1,200691,0.498,0.013,2.776,*
Lyme Disease,Solano,2001,Male,0,202277,0,0,1.824,-
Lyme Disease,Solano,2002,Total,0,406816,0,0,0.907,-
Lyme Disease,Solano,2002,Female,0,202735,0,0,1.82,-
Lyme Disease,Solano,2002,Male,0,204081,0,0,1.808,-
Lyme Disease,Solano,2003,Total,0,408929,0,0,0.902,-
Lyme Disease,Solano,2003,Female,0,203877,0,0,1.809,-
Lyme Disease,Solano,2003,Male,0,205052,0,0,1.799,-
Lyme Disease,Solano,2004,Total,0,411389,0,0,0.897,-
Lyme Disease,Solano,2004,Female,0,205205,0,0,1.798,-
Lyme Disease,Solano,2004,Male,0,206184,0,0,1.789,-
Lyme Disease,Solano,2005,Total,0,410570,0,0,0.898,-
Lyme Disease,Solano,2005,Female,0,204855,0,0,1.801,-
Lyme Disease,Solano,2005,Male,0,205715,0,0,1.793,-
Lyme Disease,Solano,2006,Total,0,411351,0,0,0.897,-
Lyme Disease,Solano,2006,Female,0,205356,0,0,1.796,-
Lyme Disease,Solano,2006,Male,0,205995,0,0,1.791,-
Lyme Disease,Solano,2007,Total,0,412636,0,0,0.894,-
Lyme Disease,Solano,2007,Female,0,206109,0,0,1.79,-
Lyme Disease,Solano,2007,Male,0,206527,0,0,1.786,-
Lyme Disease,Solano,2008,Total,0,413167,0,0,0.893,-
Lyme Disease,Solano,2008,Female,0,206443,0,0,1.787,-
Lyme Disease,Solano,2008,Male,0,206724,0,0,1.784,-
Lyme Disease,Solano,2009,Total,0,412488,0,0,0.894,-
Lyme Disease,Solano,2009,Female,0,206166,0,0,1.789,-
Lyme Disease,Solano,2009,Male,0,206322,0,0,1.788,-
Lyme Disease,Solano,2010,Total,0,413114,0,0,0.893,-
Lyme Disease,Solano,2010,Female,0,207038,0,0,1.782,-
Lyme Disease,Solano,2010,Male,0,206076,0,0,1.79,-
Lyme Disease,Solano,2011,Total,0,414268,0,0,0.89,-
Lyme Disease,Solano,2011,Female,0,207595,0,0,1.777,-
Lyme Disease,Solano,2011,Male,0,206673,0,0,1.785,-
Lyme Disease,Solano,2012,Total,0,419064,0,0,0.88,-
Lyme Disease,Solano,2012,Female,0,210035,0,0,1.756,-
Lyme Disease,Solano,2012,Male,0,209029,0,0,1.765,-
Lyme Disease,Solano,2013,Total,0,422899,0,0,0.872,-
Lyme Disease,Solano,2013,Female,0,211988,0,0,1.74,-
Lyme Disease,Solano,2013,Male,0,210911,0,0,1.749,-
Lyme Disease,Solano,2014,Total,1,427743,0.234,0.006,1.303,*
Lyme Disease,Solano,2014,Female,0,214456,0,0,1.72,-
Lyme Disease,Solano,2014,Male,1,213287,0.469,0.012,2.612,*
Lyme Disease,Sonoma,2001,Total,5,465423,1.074,0.349,2.507,*
Lyme Disease,Sonoma,2001,Female,2,236637,0.845,0.102,3.053,*
Lyme Disease,Sonoma,2001,Male,3,228786,1.311,0.27,3.832,*
Lyme Disease,Sonoma,2002,Total,3,465998,0.644,0.133,1.881,*
Lyme Disease,Sonoma,2002,Female,1,236918,0.422,0.011,2.352,*
Lyme Disease,Sonoma,2002,Male,2,229080,0.873,0.106,3.154,*
Lyme Disease,Sonoma,2003,Total,8,468257,1.708,0.738,3.366,*
Lyme Disease,Sonoma,2003,Female,1,238069,0.42,0.011,2.34,*
Lyme Disease,Sonoma,2003,Male,7,230188,3.041,1.223,6.266,*
Lyme Disease,Sonoma,2004,Total,1,469933,0.213,0.005,1.186,*
Lyme Disease,Sonoma,2004,Female,0,238891,0,0,1.544,-
Lyme Disease,Sonoma,2004,Male,1,231042,0.433,0.011,2.412,*
Lyme Disease,Sonoma,2005,Total,11,469524,2.343,1.17,4.192,*
Lyme Disease,Sonoma,2005,Female,8,238649,3.352,1.447,6.605,*
Lyme Disease,Sonoma,2005,Male,3,230875,1.299,0.268,3.797,*
Lyme Disease,Sonoma,2006,Total,6,469967,1.277,0.469,2.779,*
Lyme Disease,Sonoma,2006,Female,2,238835,0.837,0.101,3.025,*
Lyme Disease,Sonoma,2006,Male,4,231132,1.731,0.472,4.431,*
Lyme Disease,Sonoma,2007,Total,10,472987,2.114,1.014,3.888,*
Lyme Disease,Sonoma,2007,Female,5,240336,2.08,0.676,4.855,*
Lyme Disease,Sonoma,2007,Male,5,232651,2.149,0.698,5.015,*
Lyme Disease,Sonoma,2008,Total,9,476650,1.888,0.863,3.584,*
Lyme Disease,Sonoma,2008,Female,3,242159,1.239,0.255,3.62,*
Lyme Disease,Sonoma,2008,Male,6,234491,2.559,0.939,5.569,*
Lyme Disease,Sonoma,2009,Total,9,480598,1.873,0.856,3.555,*
Lyme Disease,Sonoma,2009,Female,3,243970,1.23,0.254,3.594,*
Lyme Disease,Sonoma,2009,Male,6,236628,2.536,0.931,5.519,*
Lyme Disease,Sonoma,2010,Total,5,484030,1.033,0.335,2.411,*
Lyme Disease,Sonoma,2010,Female,0,246025,0,0,1.499,-
Lyme Disease,Sonoma,2010,Male,5,238005,2.101,0.682,4.902,*
Lyme Disease,Sonoma,2011,Total,9,486613,1.85,0.846,3.511,*
Lyme Disease,Sonoma,2011,Female,2,247231,0.809,0.098,2.922,*
Lyme Disease,Sonoma,2011,Male,5,239382,2.089,0.678,4.874,*
Lyme Disease,Sonoma,2012,Total,13,488300,2.662,1.418,4.553,*
Lyme Disease,Sonoma,2012,Female,5,247993,2.016,0.655,4.705,*
Lyme Disease,Sonoma,2012,Male,8,240307,3.329,1.437,6.559,*
Lyme Disease,Sonoma,2013,Total,7,491619,1.424,0.572,2.934,*
Lyme Disease,Sonoma,2013,Female,3,249602,1.202,0.248,3.512,*
Lyme Disease,Sonoma,2013,Male,4,242017,1.653,0.45,4.232,*
Lyme Disease,Sonoma,2014,Total,10,495684,2.017,0.967,3.71,*
Lyme Disease,Sonoma,2014,Female,5,251616,1.987,0.645,4.637,*
Lyme Disease,Sonoma,2014,Male,5,244068,2.049,0.665,4.781,*
Lyme Disease,Stanislaus,2001,Total,2,463128,0.432,0.052,1.56,*
Lyme Disease,Stanislaus,2001,Female,2,235061,0.851,0.103,3.074,*
Lyme Disease,Stanislaus,2001,Male,0,228067,0,0,1.617,-
Lyme Disease,Stanislaus,2002,Total,0,473580,0,0,0.779,-
Lyme Disease,Stanislaus,2002,Female,0,240286,0,0,1.535,-
Lyme Disease,Stanislaus,2002,Male,0,233294,0,0,1.581,-
Lyme Disease,Stanislaus,2003,Total,0,483007,0,0,0.764,-
Lyme Disease,Stanislaus,2003,Female,0,244919,0,0,1.506,-
Lyme Disease,Stanislaus,2003,Male,0,238088,0,0,1.549,-
Lyme Disease,Stanislaus,2004,Total,0,490283,0,0,0.752,-
Lyme Disease,Stanislaus,2004,Female,0,248433,0,0,1.485,-
Lyme Disease,Stanislaus,2004,Male,0,241850,0,0,1.525,-
Lyme Disease,Stanislaus,2005,Total,1,498020,0.201,0.005,1.119,*
Lyme Disease,Stanislaus,2005,Female,1,252209,0.396,0.01,2.209,*
Lyme Disease,Stanislaus,2005,Male,0,245811,0,0,1.501,-
Lyme Disease,Stanislaus,2006,Total,0,503548,0,0,0.733,-
Lyme Disease,Stanislaus,2006,Female,0,254877,0,0,1.447,-
Lyme Disease,Stanislaus,2006,Male,0,248671,0,0,1.483,-
Lyme Disease,Stanislaus,2007,Total,0,508372,0,0,0.726,-
Lyme Disease,Stanislaus,2007,Female,0,257228,0,0,1.434,-
Lyme Disease,Stanislaus,2007,Male,0,251144,0,0,1.469,-
Lyme Disease,Stanislaus,2008,Total,1,510396,0.196,0.005,1.092,*
Lyme Disease,Stanislaus,2008,Female,0,258191,0,0,1.429,-
Lyme Disease,Stanislaus,2008,Male,1,252205,0.397,0.01,2.209,*
Lyme Disease,Stanislaus,2009,Total,1,512052,0.195,0.005,1.088,*
Lyme Disease,Stanislaus,2009,Female,1,258796,0.386,0.01,2.153,*
Lyme Disease,Stanislaus,2009,Male,0,253256,0,0,1.457,-
Lyme Disease,Stanislaus,2010,Total,0,515183,0,0,0.716,-
Lyme Disease,Stanislaus,2010,Female,0,260328,0,0,1.417,-
Lyme Disease,Stanislaus,2010,Male,0,254855,0,0,1.447,-
Lyme Disease,Stanislaus,2011,Total,0,518178,0,0,0.712,-
Lyme Disease,Stanislaus,2011,Female,0,261726,0,0,1.409,-
Lyme Disease,Stanislaus,2011,Male,0,256452,0,0,1.438,-
Lyme Disease,Stanislaus,2012,Total,1,523126,0.191,0.005,1.065,*
Lyme Disease,Stanislaus,2012,Female,1,264121,0.379,0.01,2.109,*
Lyme Disease,Stanislaus,2012,Male,0,259005,0,0,1.424,-
Lyme Disease,Stanislaus,2013,Total,0,526549,0,0,0.701,-
Lyme Disease,Stanislaus,2013,Female,0,265760,0,0,1.388,-
Lyme Disease,Stanislaus,2013,Male,0,260789,0,0,1.414,-
Lyme Disease,Stanislaus,2014,Total,0,530327,0,0,0.696,-
Lyme Disease,Stanislaus,2014,Female,0,267560,0,0,1.379,-
Lyme Disease,Stanislaus,2014,Male,0,262767,0,0,1.404,-
Lyme Disease,Sutter,2001,Total,1,80240,1.246,0.032,6.944,*
Lyme Disease,Sutter,2001,Female,1,40526,2.468,0.062,13.748,*
Lyme Disease,Sutter,2001,Male,0,39714,0,0,9.288,-
Lyme Disease,Sutter,2002,Total,0,81936,0,0,4.502,-
Lyme Disease,Sutter,2002,Female,0,41367,0,0,8.917,-
Lyme Disease,Sutter,2002,Male,0,40569,0,0,9.092,-
Lyme Disease,Sutter,2003,Total,0,84108,0,0,4.386,-
Lyme Disease,Sutter,2003,Female,0,42455,0,0,8.689,-
Lyme Disease,Sutter,2003,Male,0,41653,0,0,8.856,-
Lyme Disease,Sutter,2004,Total,0,86092,0,0,4.285,-
Lyme Disease,Sutter,2004,Female,0,43461,0,0,8.487,-
Lyme Disease,Sutter,2004,Male,0,42631,0,0,8.653,-
Lyme Disease,Sutter,2005,Total,0,88106,0,0,4.187,-
Lyme Disease,Sutter,2005,Female,0,44456,0,0,8.297,-
Lyme Disease,Sutter,2005,Male,0,43650,0,0,8.451,-
Lyme Disease,Sutter,2006,Total,0,90628,0,0,4.07,-
Lyme Disease,Sutter,2006,Female,0,45699,0,0,8.072,-
Lyme Disease,Sutter,2006,Male,0,44929,0,0,8.21,-
Lyme Disease,Sutter,2007,Total,0,92502,0,0,3.988,-
Lyme Disease,Sutter,2007,Female,0,46629,0,0,7.911,-
Lyme Disease,Sutter,2007,Male,0,45873,0,0,8.041,-
Lyme Disease,Sutter,2008,Total,0,93465,0,0,3.947,-
Lyme Disease,Sutter,2008,Female,0,47099,0,0,7.832,-
Lyme Disease,Sutter,2008,Male,0,46366,0,0,7.956,-
Lyme Disease,Sutter,2009,Total,0,94372,0,0,3.909,-
Lyme Disease,Sutter,2009,Female,0,47546,0,0,7.758,-
Lyme Disease,Sutter,2009,Male,0,46826,0,0,7.878,-
Lyme Disease,Sutter,2010,Total,0,94645,0,0,3.898,-
Lyme Disease,Sutter,2010,Female,0,47680,0,0,7.736,-
Lyme Disease,Sutter,2010,Male,0,46965,0,0,7.854,-
Lyme Disease,Sutter,2011,Total,0,94676,0,0,3.896,-
Lyme Disease,Sutter,2011,Female,0,47704,0,0,7.733,-
Lyme Disease,Sutter,2011,Male,0,46972,0,0,7.853,-
Lyme Disease,Sutter,2012,Total,0,96557,0,0,3.82,-
Lyme Disease,Sutter,2012,Female,0,48595,0,0,7.591,-
Lyme Disease,Sutter,2012,Male,0,47962,0,0,7.691,-
Lyme Disease,Sutter,2013,Total,0,96712,0,0,3.814,-
Lyme Disease,Sutter,2013,Female,0,48670,0,0,7.579,-
Lyme Disease,Sutter,2013,Male,0,48042,0,0,7.678,-
Lyme Disease,Sutter,2014,Total,0,96408,0,0,3.826,-
Lyme Disease,Sutter,2014,Female,0,48529,0,0,7.601,-
Lyme Disease,Sutter,2014,Male,0,47879,0,0,7.704,-
Lyme Disease,Tehama,2001,Total,0,56465,0,0,6.533,-
Lyme Disease,Tehama,2001,Female,0,28540,0,0,12.924,-
Lyme Disease,Tehama,2001,Male,0,27925,0,0,13.209,-
Lyme Disease,Tehama,2002,Total,1,57281,1.746,0.044,9.726,*
Lyme Disease,Tehama,2002,Female,0,28910,0,0,12.759,-
Lyme Disease,Tehama,2002,Male,1,28371,3.525,0.089,19.637,*
Lyme Disease,Tehama,2003,Total,0,58415,0,0,6.315,-
Lyme Disease,Tehama,2003,Female,0,29459,0,0,12.521,-
Lyme Disease,Tehama,2003,Male,0,28956,0,0,12.739,-
Lyme Disease,Tehama,2004,Total,0,59493,0,0,6.2,-
Lyme Disease,Tehama,2004,Female,0,29977,0,0,12.305,-
Lyme Disease,Tehama,2004,Male,0,29516,0,0,12.497,-
Lyme Disease,Tehama,2005,Total,0,60461,0,0,6.101,-
Lyme Disease,Tehama,2005,Female,0,30447,0,0,12.115,-
Lyme Disease,Tehama,2005,Male,0,30014,0,0,12.29,-
Lyme Disease,Tehama,2006,Total,0,61542,0,0,5.994,-
Lyme Disease,Tehama,2006,Female,0,30951,0,0,11.918,-
Lyme Disease,Tehama,2006,Male,0,30591,0,0,12.058,-
Lyme Disease,Tehama,2007,Total,0,62011,0,0,5.949,-
Lyme Disease,Tehama,2007,Female,0,31175,0,0,11.832,-
Lyme Disease,Tehama,2007,Male,0,30836,0,0,11.962,-
Lyme Disease,Tehama,2008,Total,0,62720,0,0,5.881,-
Lyme Disease,Tehama,2008,Female,0,31514,0,0,11.705,-
Lyme Disease,Tehama,2008,Male,0,31206,0,0,11.82,-
Lyme Disease,Tehama,2009,Total,1,63122,1.584,0.04,8.826,*
Lyme Disease,Tehama,2009,Female,1,31697,3.155,0.08,17.577,*
Lyme Disease,Tehama,2009,Male,0,31425,0,0,11.738,-
Lyme Disease,Tehama,2010,Total,0,63476,0,0,5.811,-
Lyme Disease,Tehama,2010,Female,0,31845,0,0,11.583,-
Lyme Disease,Tehama,2010,Male,0,31631,0,0,11.662,-
Lyme Disease,Tehama,2011,Total,0,63477,0,0,5.811,-
Lyme Disease,Tehama,2011,Female,0,31847,0,0,11.582,-
Lyme Disease,Tehama,2011,Male,0,31630,0,0,11.662,-
Lyme Disease,Tehama,2012,Total,0,63937,0,0,5.769,-
Lyme Disease,Tehama,2012,Female,0,32050,0,0,11.509,-
Lyme Disease,Tehama,2012,Male,0,31887,0,0,11.568,-
Lyme Disease,Tehama,2013,Total,0,64114,0,0,5.753,-
Lyme Disease,Tehama,2013,Female,0,32138,0,0,11.478,-
Lyme Disease,Tehama,2013,Male,0,31976,0,0,11.536,-
Lyme Disease,Tehama,2014,Total,0,64226,0,0,5.743,-
Lyme Disease,Tehama,2014,Female,0,32186,0,0,11.46,-
Lyme Disease,Tehama,2014,Male,0,32040,0,0,11.513,-
Lyme Disease,Trinity,2001,Total,1,12963,7.714,0.195,42.974,*
Lyme Disease,Trinity,2001,Female,0,6327,0,0,58.287,-
Lyme Disease,Trinity,2001,Male,1,6636,15.07,0.382,83.932,*
Lyme Disease,Trinity,2002,Total,1,13159,7.599,0.192,42.334,*
Lyme Disease,Trinity,2002,Female,0,6408,0,0,57.55,-
Lyme Disease,Trinity,2002,Male,1,6751,14.813,0.375,82.503,*
Lyme Disease,Trinity,2003,Total,1,13388,7.469,0.189,41.61,*
Lyme Disease,Trinity,2003,Female,0,6516,0,0,56.597,-
Lyme Disease,Trinity,2003,Male,1,6872,14.552,0.368,81.051,*
Lyme Disease,Trinity,2004,Total,3,13519,22.191,4.577,64.838,*
Lyme Disease,Trinity,2004,Female,2,6574,30.423,3.685,109.854,*
Lyme Disease,Trinity,2004,Male,1,6945,14.399,0.365,80.199,*
Lyme Disease,Trinity,2005,Total,3,13789,21.756,4.487,63.568,*
Lyme Disease,Trinity,2005,Female,2,6697,29.862,3.617,107.837,*
Lyme Disease,Trinity,2005,Male,1,7092,14.101,0.357,78.537,*
Lyme Disease,Trinity,2006,Total,0,13823,0,0,26.683,-
Lyme Disease,Trinity,2006,Female,0,6718,0,0,54.895,-
Lyme Disease,Trinity,2006,Male,0,7105,0,0,51.906,-
Lyme Disease,Trinity,2007,Total,1,13787,7.253,0.184,40.406,*
Lyme Disease,Trinity,2007,Female,1,6689,14.949,0.378,83.267,*
Lyme Disease,Trinity,2007,Male,0,7098,0,0,51.957,-
Lyme Disease,Trinity,2008,Total,0,13730,0,0,26.864,-
Lyme Disease,Trinity,2008,Female,0,6646,0,0,55.49,-
Lyme Disease,Trinity,2008,Male,0,7084,0,0,52.06,-
Lyme Disease,Trinity,2009,Total,0,13771,0,0,26.784,-
Lyme Disease,Trinity,2009,Female,0,6670,0,0,55.29,-
Lyme Disease,Trinity,2009,Male,0,7101,0,0,51.935,-
Lyme Disease,Trinity,2010,Total,0,13705,0,0,26.913,-
Lyme Disease,Trinity,2010,Female,0,6635,0,0,55.582,-
Lyme Disease,Trinity,2010,Male,0,7070,0,0,52.163,-
Lyme Disease,Trinity,2011,Total,2,13525,14.787,1.791,53.407,*
Lyme Disease,Trinity,2011,Female,2,6574,30.421,3.685,109.854,*
Lyme Disease,Trinity,2011,Male,0,6951,0,0,53.056,-
Lyme Disease,Trinity,2012,Total,1,13496,7.41,0.188,41.277,*
Lyme Disease,Trinity,2012,Female,1,6567,15.228,0.386,84.814,*
Lyme Disease,Trinity,2012,Male,0,6929,0,0,53.224,-
Lyme Disease,Trinity,2013,Total,1,13459,7.43,0.188,41.39,*
Lyme Disease,Trinity,2013,Female,1,6557,15.252,0.386,84.943,*
Lyme Disease,Trinity,2013,Male,0,6902,0,0,53.432,-
Lyme Disease,Trinity,2014,Total,1,13399,7.463,0.189,41.575,*
Lyme Disease,Trinity,2014,Female,1,6530,15.313,0.388,85.294,*
Lyme Disease,Trinity,2014,Male,0,6869,0,0,53.689,-
Lyme Disease,Tulare,2001,Total,2,374152,0.535,0.065,1.931,*
Lyme Disease,Tulare,2001,Female,2,186935,1.07,0.13,3.865,*
Lyme Disease,Tulare,2001,Male,0,187217,0,0,1.97,-
Lyme Disease,Tulare,2002,Total,0,381194,0,0,0.968,-
Lyme Disease,Tulare,2002,Female,0,190521,0,0,1.936,-
Lyme Disease,Tulare,2002,Male,0,190673,0,0,1.935,-
Lyme Disease,Tulare,2003,Total,0,390370,0,0,0.945,-
Lyme Disease,Tulare,2003,Female,0,195203,0,0,1.89,-
Lyme Disease,Tulare,2003,Male,0,195167,0,0,1.89,-
Lyme Disease,Tulare,2004,Total,0,399913,0,0,0.922,-
Lyme Disease,Tulare,2004,Female,0,199964,0,0,1.845,-
Lyme Disease,Tulare,2004,Male,0,199949,0,0,1.845,-
Lyme Disease,Tulare,2005,Total,0,408403,0,0,0.903,-
Lyme Disease,Tulare,2005,Female,0,204140,0,0,1.807,-
Lyme Disease,Tulare,2005,Male,0,204263,0,0,1.806,-
Lyme Disease,Tulare,2006,Total,0,416092,0,0,0.887,-
Lyme Disease,Tulare,2006,Female,0,207930,0,0,1.774,-
Lyme Disease,Tulare,2006,Male,0,208162,0,0,1.772,-
Lyme Disease,Tulare,2007,Total,1,423608,0.236,0.006,1.315,*
Lyme Disease,Tulare,2007,Female,1,211625,0.473,0.012,2.633,*
Lyme Disease,Tulare,2007,Male,0,211983,0,0,1.74,-
Lyme Disease,Tulare,2008,Total,1,431471,0.232,0.006,1.291,*
Lyme Disease,Tulare,2008,Female,1,215546,0.464,0.012,2.585,*
Lyme Disease,Tulare,2008,Male,0,215925,0,0,1.708,-
Lyme Disease,Tulare,2009,Total,1,438408,0.228,0.006,1.271,*
Lyme Disease,Tulare,2009,Female,1,218918,0.457,0.012,2.545,*
Lyme Disease,Tulare,2009,Male,0,219490,0,0,1.681,-
Lyme Disease,Tulare,2010,Total,1,443086,0.226,0.006,1.257,*
Lyme Disease,Tulare,2010,Female,1,221174,0.452,0.011,2.519,*
Lyme Disease,Tulare,2010,Male,0,221912,0,0,1.662,-
Lyme Disease,Tulare,2011,Total,0,447591,0,0,0.824,-
Lyme Disease,Tulare,2011,Female,0,223390,0,0,1.651,-
Lyme Disease,Tulare,2011,Male,0,224201,0,0,1.645,-
Lyme Disease,Tulare,2012,Total,1,452301,0.221,0.006,1.232,*
Lyme Disease,Tulare,2012,Female,1,225721,0.443,0.011,2.468,*
Lyme Disease,Tulare,2012,Male,0,226580,0,0,1.628,-
Lyme Disease,Tulare,2013,Total,1,455376,0.22,0.006,1.224,*
Lyme Disease,Tulare,2013,Female,1,227227,0.44,0.011,2.452,*
Lyme Disease,Tulare,2013,Male,0,228149,0,0,1.617,-
Lyme Disease,Tulare,2014,Total,0,459176,0,0,0.803,-
Lyme Disease,Tulare,2014,Female,0,229092,0,0,1.61,-
Lyme Disease,Tulare,2014,Male,0,230084,0,0,1.603,-
Lyme Disease,Tuolumne,2001,Total,2,55326,3.615,0.438,13.058,*
Lyme Disease,Tuolumne,2001,Female,2,26135,7.652,0.927,27.641,*
Lyme Disease,Tuolumne,2001,Male,0,29191,0,0,12.636,-
Lyme Disease,Tuolumne,2002,Total,1,55910,1.789,0.045,9.965,*
Lyme Disease,Tuolumne,2002,Female,0,26405,0,0,13.969,-
Lyme Disease,Tuolumne,2002,Male,1,29505,3.389,0.086,18.882,*
Lyme Disease,Tuolumne,2003,Total,0,56442,0,0,6.535,-
Lyme Disease,Tuolumne,2003,Female,0,26649,0,0,13.842,-
